iter	RMSE
135	1.159961842
136	1.145997796
137	1.140739783
138	1.135574699
139	1.132312612
140	1.124605951
141	1.110804603
142	1.102444911
143	1.092124978
144	1.078236478
145	1.069160829
146	1.05958528
147	1.056880755
148	1.051603728
149	1.041945523
150	1.030760379
151	1.024944712
152	1.016006504
153	1.010556504
154	0.9954142042
155	0.9906048676
156	0.9824440905
157	0.9720837797
158	0.9714520492
159	0.9636076687
160	0.9491654036
161	0.9405035067
162	0.9358810371
163	0.9263856882
164	0.9124963339
165	0.9089890467
166	0.9022422801
167	0.9013378026
168	0.8934553394
169	0.8838047319
170	0.8833104142
171	0.8793639544
172	0.8778103702
173	0.874698333
174	0.8713240168
175	0.8603626153
176	0.8547692105
177	0.8480276003
178	0.8423188123
179	0.837309427
180	0.8320837785
181	0.8310052521
182	0.8272877863
183	0.8232726745
184	0.8160766795
185	0.8117259855
186	0.8065377514
187	0.7999526771
188	0.7933460016
189	0.7906925083
190	0.7822950852
191	0.7775931971
192	0.7678452721
193	0.7597726167
194	0.7494722164
195	0.7415715224
196	0.7341165425
197	0.7291541152
198	0.7246501042
199	0.71534684
200	0.7048001352
201	0.7002118128
202	0.6966407249
203	0.6932673747
204	0.6879218784
205	0.686993633
206	0.6827347147
207	0.6775091034
208	0.6736386213
209	0.6684268955
210	0.6638007348
211	0.6596955938
212	0.6545321924
213	0.6510527895
214	0.6454092301
215	0.6348414347
216	0.6257596462
217	0.6181465281
218	0.6143462345
219	0.6099901997
220	0.6053363378
221	0.6017055439
222	0.5947541733
223	0.5897765918
224	0.5810328409
225	0.5733212469
226	0.5695000447
227	0.5632866277
228	0.5609248655
229	0.5552195822
230	0.5530152332
231	0.549501595
232	0.5464510399
233	0.5427002208
234	0.5379151818
235	0.5361797709
236	0.5338244293
237	0.5326001172
238	0.5290280266
239	0.527514125
240	0.5227556044
241	0.5202700122
242	0.5153715037
243	0.5147372317
244	0.5073440597
245	0.5067156266
246	0.5022271332
247	0.501479962
248	0.4958954686
249	0.4950151905
250	0.4908015401
251	0.4868774891
252	0.4836488487
253	0.4800528785
254	0.4778980251
255	0.474440119
256	0.4714335894
257	0.4689032622
258	0.4635425924
259	0.4612622448
260	0.4563608163
261	0.4547618072
262	0.4533391768
263	0.4505961865
264	0.4468190931
265	0.4419693506
266	0.4391326159
267	0.4380421476
268	0.4352527815
269	0.4304937056
270	0.4269826331
271	0.4225670629
272	0.4222718391
273	0.4174275948
274	0.4142203481
275	0.410901877
276	0.40928911
277	0.4061063773
278	0.4010152871
279	0.3980717002
280	0.3973795622
281	0.3960958696
282	0.3956137429
283	0.3954286311
284	0.3947108495
285	0.3924825888
286	0.3902759653
287	0.3901802698
288	0.3866436863
289	0.3838838808
290	0.3790678963
291	0.3743457235
292	0.3718578065
293	0.3695964862
294	0.3693132984
295	0.3662150194
296	0.3637055322
297	0.3625242637
298	0.3604365563
299	0.3584157872
300	0.3559555948
301	0.3536136127
302	0.3498029247
303	0.3470509938
304	0.3452202241
305	0.3427621766
306	0.3412643317
307	0.3376666927
308	0.3341912914
309	0.3318673199
310	0.326721644
311	0.3262597993
312	0.3234026549
313	0.31994609
314	0.3170694763
315	0.3155192589
316	0.3134320042
317	0.3110508178
318	0.3080888342
319	0.305630453
320	0.3037002562
321	0.3008483879
322	0.2989741893
323	0.2970412018
324	0.2949745891
325	0.2930618824
326	0.2904745849
327	0.2890111693
328	0.2867136859
329	0.2829828556
330	0.278513478
331	0.276123206
332	0.2736214911
333	0.2721337116
334	0.2701474816
335	0.2685643831
336	0.2673833635
337	0.2654191869
338	0.26368889
339	0.2596451629
340	0.2583994079
341	0.2571312331
342	0.2556236056
343	0.2537098863
344	0.2518041185
345	0.2512591153
346	0.24847895
347	0.2472848289
348	0.2469948803
349	0.2453808377
350	0.2439653795
351	0.2418449451
352	0.2408157658
353	0.2390831722
354	0.2384453953
355	0.2371393059
356	0.2356445903
357	0.2354890108
358	0.2352196487
359	0.2338906195
360	0.2313887191
361	0.228968345
362	0.2281740815
363	0.2269082058
364	0.2238061267
365	0.2211778195
366	0.2201495017
367	0.2187052185
368	0.2168498903
369	0.2152804685
370	0.2144479824
371	0.2129462305
372	0.2118209393
373	0.2107256049
374	0.2093008904
375	0.2075703254
376	0.2061833175
377	0.2056129922
378	0.2039742891
379	0.2030995468
380	0.2029352361
381	0.201998966
382	0.2010488316
383	0.2009092697
384	0.1995705177
385	0.1978329988
386	0.1971921276
387	0.1948494854
388	0.1936349227
389	0.1930645952
390	0.1907647406
391	0.1884266738
392	0.1874796796
393	0.1841089323
394	0.1807929857
395	0.1796976446
396	0.1784526367
397	0.1777622867
398	0.176442578
399	0.1748557719
